id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
11024,I,1.2375,0.95,0.3,17.76096175,9.07184,3.4869885,4.53592,7.0
11025,I,0.9375,0.725,0.225,7.0590255,3.35941575,1.43164975,2.551455,6.0
11026,M,1.7,1.3375,0.475,45.7277435,20.13455225,10.13494625,13.60776,11.0
11027,M,1.4125,1.125,0.375,28.64716975,12.133586,5.25883225,7.2291225,9.0
11028,I,0.9625,0.7,0.2,7.1157245,3.44446425,1.0489315,1.7860185,6.0
11029,F,1.5125,1.175,0.4125,33.6508565,15.592225,6.3786375,8.788345,10.0
11030,I,1.4125,1.075,0.3375,22.41027975,10.659412,5.59902625,6.0951425,9.0
11031,I,0.65,0.475,0.1875,2.99087225,14.0330025,0.3685435,0.850485,6.0
11032,I,0.9,0.6625,0.2,7.38504475,3.40194,1.0489315,2.26796,6.0
11033,I,0.775,0.5625,0.175,4.252425,1.8427175,1.00640725,1.2757275,7.0
11034,I,1.15,0.8625,0.275,11.77921725,4.649318,2.4664065,3.81300775,8.0
11035,M,1.075,0.85,0.275,10.41844125,4.989512,2.14038725,3.40194,8.0
11036,M,1.45,1.1375,0.4125,29.9087225,11.8217415,6.64795775,8.50485,12.0
11037,F,1.525,1.225,0.4125,32.0065855,13.90270925,7.15824875,9.922325,11.0
11038,M,1.325,1.1125,0.35,25.2594045,11.8784405,6.22271525,7.37087,10.0
11039,I,1.2,0.8125,0.3,17.84601025,7.540967,3.7137845,4.9611625,8.0
11040,M,1.625,1.25,0.5125,47.18774275,21.92833825,11.58077075,12.85649825,11.0
11041,M,1.3,1.0,0.4125,22.396105,9.48290775,5.06038575,6.520385,11.0
11042,M,1.3125,1.0,0.35,18.6823205,8.51902475,4.57844425,5.00368675,9.0
11043,F,1.525,1.1625,0.375,28.76056775,13.5794105,7.087375,7.93786,9.0
11044,M,1.5125,1.1875,0.4125,26.23746225,10.47514025,6.78970525,8.50485,11.0
11045,F,1.7125,1.3125,0.5,44.22522,20.14231975,10.44679075,13.324265,13.0
11046,M,1.2625,0.9625,0.3125,18.9091165,6.56290925,4.89028875,5.5281525,14.0
11047,M,1.2125,0.9375,0.3375,16.51358375,7.10154975,3.04757125,5.5281525,11.0
11048,M,1.325,1.05,0.3875,22.01338675,10.8578585,4.40834725,6.520385,12.0
11049,I,1.2875,0.9875,0.35,18.030282,7.95203475,4.37999775,4.9611625,8.0
11050,F,1.5,1.1875,0.375,27.62658775,12.1619355,5.79747275,9.922325,14.0
11051,M,1.2625,0.975,0.3375,16.45688475,6.5487345,4.52174525,4.3941725,8.0
11052,M,1.1625,0.9,0.2875,15.49300175,4.9611625,3.2034935,4.762716,10.0
11053,I,0.7875,0.575,0.175,3.6003865,1.360776,0.8788345,1.13398,6.0
11054,F,1.025,0.825,0.3375,8.40562675,3.515338,1.6159215,2.6932025,10.0
11055,M,1.425,1.1625,0.3625,26.64853,10.432616,4.876114,7.5126175,10.0
11056,I,1.4375,1.075,0.375,23.00561925,10.21999475,5.68407475,6.520385,9.0
11057,F,1.475,1.25,0.4125,31.524644,15.80484625,6.7755305,8.3631025,11.0
11058,I,0.65,0.525,0.2,2.96252275,1.17650425,0.623689,0.850485,6.0
11059,F,1.3375,1.0,0.375,20.0430965,7.10154975,3.81300775,7.087375,11.0
11060,F,1.6375,1.2125,0.5,38.82464025,17.4349425,9.62465525,11.32562525,15.0
11061,I,1.3,0.9875,0.3625,20.638436,9.525432,4.876114,5.2446575,10.0
11062,M,1.5625,1.225,0.4375,34.6147395,17.98775775,7.0023265,10.8011595,12.0
11063,M,1.5125,1.175,0.375,29.80949925,13.82038125,6.76135575,9.7805775,10.0
11064,F,1.1375,0.9125,0.3125,13.8062065,6.8322295,3.6003865,3.8271825,9.0
11065,F,1.575,1.2125,0.4375,31.694741,14.84096325,6.90310325,8.788345,11.0
11066,I,1.525,1.125,0.4,26.3933845,13.13999325,4.15320175,6.3786375,10.0
11067,M,1.6625,1.35,0.475,39.7743485,16.839603,8.0229085,11.7650425,10.0
11068,F,1.475,1.175,0.4375,31.28367325,14.911837,6.010094,8.788345,9.0
11069,F,1.2875,1.0125,0.375,19.74542675,8.40562675,4.4508715,5.2446575,9.0
11070,M,1.3,1.0125,0.35,17.7184375,8.32057825,4.53592,4.9611625,8.0
11071,I,0.8875,0.6875,0.25,7.6260155,3.458639,1.48834875,2.4097075,6.0
11072,I,1.175,0.875,0.2625,12.47378,5.96756975,2.96252275,3.8271825,7.0
11073,I,1.35,1.0625,0.3625,21.87163925,9.87980075,4.3941725,6.6621325,11.0
11074,I,1.2625,0.9625,0.3,14.81261375,6.633783,3.061746,4.53592,9.0
11075,I,1.1875,0.9,0.3125,14.3731965,6.8322295,2.9199985,4.3941725,8.0
11076,M,1.6125,1.2,0.375,33.792604,16.51358375,7.484268,7.767763,10.0
11077,M,1.1875,0.8875,0.3125,15.71979775,7.52679225,3.742134,5.2446575,7.0
11078,I,1.3625,1.075,0.3625,20.0430965,9.31281075,4.932813,6.23689,13.0
11079,M,1.6,1.25,0.4,40.78075575,16.42853525,8.66077225,10.489315,14.0
11080,I,0.9875,0.8,0.225,10.829509,4.40834725,1.77184375,2.6932025,7.0
11081,I,1.4125,1.075,0.325,23.57260925,10.47514025,4.01145425,7.37087,8.0
11082,M,1.5625,1.275,0.4375,33.43823525,13.99047825,8.2497045,10.092422,12.0
11083,M,1.55,1.25,0.4125,30.43318825,11.453198,6.5487345,11.056305,11.0
11084,M,1.4,1.0125,0.325,17.08057375,8.32057825,4.63514325,5.2446575,12.0
11085,M,1.5625,1.225,0.4,32.034935,14.21727425,8.68912175,8.9300925,11.0
11086,F,1.3,1.0,0.3125,17.463292,7.654365,3.2601925,5.17378375,8.0
11087,M,1.475,1.1375,0.425,27.499015,11.0846545,5.8683465,7.93786,19.0
11088,M,1.5,1.1625,0.425,29.29920825,10.77281,6.2652395,8.0796075,11.0
11089,I,0.9,0.6625,0.225,5.556502,2.19708625,1.1623295,1.71514475,6.0
11090,I,0.9,0.6625,0.2,6.293589,2.65067825,1.34660125,1.984465,6.0
11091,F,1.525,1.2125,0.4375,31.581343,11.8784405,6.0951425,10.0640725,18.0
11092,M,1.5375,1.175,0.4,31.62386725,14.84096325,6.76135575,8.00873375,9.0
11093,I,0.85,0.6375,0.2,5.443104,2.67902775,1.31825175,1.5592225,6.0
11094,I,1.2875,1.0,0.3625,19.37688325,9.015141,4.06815325,4.819415,8.0
11095,F,1.4125,1.0625,0.3625,25.0893075,10.092422,5.99591925,6.3786375,11.0
11096,M,1.575,1.25,0.475,38.88133925,15.35125425,7.98038425,11.3398,15.0
11097,M,1.3375,1.0875,0.375,28.22192725,13.93377925,6.05261825,6.80388,10.0
11098,F,1.4,1.1125,0.3875,21.87163925,9.4970825,4.35164825,7.087375,11.0
11099,F,1.1,0.7875,0.25,10.41844125,4.252425,2.5798045,3.2601925,10.0
11100,F,1.3625,1.0625,0.2875,21.885814,9.2135875,4.8477645,6.3786375,9.0
11101,I,1.2625,0.975,0.3125,17.05222425,6.7188315,3.30271675,4.2807745,11.0
11102,I,1.375,1.1,0.3625,23.99785175,9.298636,4.7343665,6.520385,10.0
11103,M,1.5,1.1875,0.375,32.6302745,15.705623,6.64795775,9.07184,10.0
11104,M,1.5125,1.225,0.4125,29.21415975,12.34620725,6.406987,9.2135875,9.0
11105,M,1.4625,1.125,0.375,29.8520235,14.685041,5.7549485,7.3425205,7.0
11106,I,0.45,0.325,0.1125,0.75126175,0.2551455,0.24097075,0.226796,5.0
11107,F,1.4375,1.125,0.3625,26.08154,11.49572225,4.63514325,7.654365,15.0
11108,F,1.175,0.925,0.3125,14.81261375,6.81805475,2.99087225,4.32329875,9.0
11109,F,1.325,1.05,0.45,24.323871,12.40290625,5.5848515,6.747181,9.0
11110,M,1.5125,1.1625,0.3625,25.57260925,11.8784405,6.7755305,7.07320025,11.0
11111,I,1.175,0.875,0.3,14.81261375,7.9095105,3.6003865,3.8271825,8.0
11112,M,1.5625,1.3125,0.375,30.83008125,13.65028425,7.01650125,9.2135875,11.0
11113,M,1.5,1.1625,0.375,35.98969025,17.1514475,7.6827145,7.7961125,10.0
11114,M,1.4875,1.1625,0.375,28.61882025,12.8423235,6.25106475,6.23689,9.0
11115,M,1.3625,1.05,0.3625,24.040376,13.4660125,4.60679375,7.087375,10.0
11116,F,1.4375,1.125,0.3625,29.87708025,11.35397475,6.33611325,9.4970825,14.0
11117,I,1.375,1.0625,0.3375,18.01610725,8.34892775,3.78465825,4.9611625,8.0
11118,M,1.5625,1.2125,0.4125,31.51046925,13.267566,7.427569,8.0796075,11.0
11119,M,1.65,1.2875,0.4,35.096681,16.96717575,7.3992195,9.355335,9.0
11120,M,1.175,0.8875,0.2875,15.74814725,6.36446275,3.2601925,4.819415,9.0
11121,F,1.4125,1.125,0.4125,24.56484175,11.453198,6.30776375,7.83863675,10.0
11122,F,1.7875,1.4125,0.5,54.941331,25.911443,10.0073735,15.6772735,12.0
11123,F,1.425,1.1375,0.375,26.761928,12.133586,6.76135575,7.5126175,13.0
11124,F,1.55,1.175,0.4,32.1199835,11.679994,8.448151,10.489315,13.0
11125,F,1.25,0.9375,0.3625,15.2236815,6.4920355,3.84135725,4.7343665,15.0
11126,I,0.4375,0.3125,0.1375,0.89300925,0.35436875,0.18427175,0.29766975,4.0
11127,I,1.0875,0.8,0.275,11.26892625,4.0539785,2.08368825,2.83495,6.0
11128,F,1.6625,1.2875,0.4875,38.9805625,17.6617385,8.5898985,11.1980525,19.0
11129,M,1.875,1.4375,0.525,53.410458,26.705229,12.47378,15.4504775,12.0
11130,I,1.0,0.775,0.25,8.15048125,3.24601775,1.31825175,2.6932025,7.0
11131,I,0.8375,0.65,0.225,5.1312595,2.14038725,1.077281,1.70097,6.0
11132,I,0.7875,0.5875,0.2125,4.1673765,1.70097,1.06310625,1.2757275,7.0
11133,M,1.825,1.4375,0.525,53.08443875,25.18853075,11.89261525,13.42348825,13.0
11134,F,1.3,1.0125,0.325,18.72484475,8.51902475,4.3941725,5.6699,9.0
11135,F,1.3125,1.0125,0.375,20.87940675,9.48290775,4.63514325,5.2446575,8.0
11136,I,1.1,0.85,0.3375,12.6722265,4.49339575,2.87747425,3.40194,7.0
11137,M,1.55,1.3125,0.5,45.245802,15.025235,8.9300925,13.60776,27.0
11138,M,1.2875,1.0,0.35,23.11901725,7.01650125,4.63514325,7.654365,16.0
11139,M,0.95,0.9,0.3125,13.891255,6.4920355,2.99087225,3.685435,7.0
11140,F,1.6625,1.3125,0.4375,46.42230625,22.792998,10.19164525,11.3398,10.0
11141,I,0.6375,0.45,0.1625,2.45223175,0.963883,0.3685435,0.60951425,5.0
11142,M,1.25,0.9875,0.3625,18.71067,7.10154975,4.989512,5.2446575,12.0
11143,M,1.6125,1.3125,0.475,39.81687275,18.10115575,7.52679225,11.3398,13.0
11144,F,1.675,1.325,0.4375,38.55532,14.35902175,8.46232575,14.17475,17.0
11145,I,1.2125,0.9125,0.3,14.855138,7.35669525,2.891649,4.53592,8.0
11146,I,1.175,0.9,0.3125,13.53688625,5.88252125,2.608154,3.78465825,7.0
11147,M,1.7875,1.4,0.4375,67.95006475,31.96406125,7.994559,12.96989625,10.0
11148,F,1.7125,1.3375,0.45,44.22522,17.22232125,10.16329575,13.3526145,15.0
11149,F,1.5125,1.25,0.425,35.0116325,16.3576615,7.52679225,9.7805775,9.0
11150,M,1.5,1.2,0.3875,28.76056775,12.40290625,5.57067675,8.50485,12.0
11151,F,1.4125,1.1125,0.3875,22.41027975,9.82310175,5.0178615,6.87475375,9.0
11152,M,1.3125,1.0125,0.375,21.4038725,7.75358825,4.26659975,7.37087,10.0
11153,F,1.375,1.075,0.35,24.79163775,12.8423235,5.4714535,6.520385,10.0
11154,M,1.475,1.1625,0.3875,31.127751,13.13999325,5.2446575,9.63883,17.0
11155,F,1.2125,0.8875,0.325,21.9708625,7.44174375,4.86193925,5.386405,15.0
11156,M,1.4,1.075,0.3625,25.72717125,9.2135875,5.59902625,7.7961125,15.0
11157,M,1.4625,1.1625,0.3625,24.59319125,10.61688775,4.7343665,7.2291225,12.0
11158,F,1.4375,1.0625,0.375,24.7491135,10.24834425,5.556502,6.7755305,11.0
11159,I,1.0,0.75,0.225,7.44174375,3.515338,1.984465,2.1262125,7.0
11160,F,1.625,1.25,0.425,39.859397,16.45688475,8.12213175,11.0846545,14.0
11161,F,1.55,1.2375,0.375,30.43318825,12.20445975,6.293589,9.07184,10.0
11162,I,0.9375,0.6875,0.225,7.6827145,3.13261975,1.77184375,1.91359125,8.0
11163,M,1.4875,1.1375,0.3625,27.93843225,12.06271225,6.406987,7.654365,10.0
11164,M,1.65,1.2625,0.375,38.4702715,16.93882625,9.08601475,9.922325,11.0
11165,I,1.1875,0.8875,0.3,13.96212875,5.499803,3.47281375,3.96893,8.0
11166,I,1.1375,0.8875,0.3,16.34348675,6.520385,3.75630875,5.386405,9.0
11167,M,1.65,1.325,0.475,38.9805625,15.0535845,6.5487345,13.1825175,14.0
11168,I,0.8125,0.525,0.1875,4.06815325,1.97029025,0.9355335,1.2757275,3.0
11169,F,1.5125,1.125,0.425,32.205032,15.26620575,6.67630725,8.5331995,10.0
11170,I,1.0375,0.8125,0.25,9.73805325,4.46504625,2.25378525,2.6932025,8.0
11171,I,1.1,0.8875,0.325,15.5071765,6.02426875,2.9766975,4.3941725,7.0
11172,F,1.3625,1.075,0.3625,24.0687255,9.87980075,5.556502,7.2291225,10.0
11173,I,0.8125,0.6,0.2125,4.49339575,2.1262125,0.89300925,1.2190285,6.0
11174,M,1.4375,1.15,0.4125,24.1821235,12.643877,5.11708475,6.80388,9.0
11175,M,1.3625,1.075,0.4375,23.24659,10.659412,4.479221,6.9456275,13.0
11176,F,1.5375,1.225,0.4,31.18445,13.210867,7.314171,9.4970825,11.0
11177,F,1.375,1.05,0.4,24.81998725,12.48795475,5.8683465,8.3631025,11.0
11178,I,1.1375,0.9,0.2875,14.118051,6.5487345,3.24601775,3.96893,9.0
11179,I,1.1,0.8625,0.2625,12.47378,5.329706,2.2963095,3.96893,12.0
11180,I,1.0,0.7625,0.25,8.71747125,4.7910655,1.77184375,2.324659,6.0
11181,M,1.4875,1.2625,0.4,29.24250925,14.92601175,5.499803,7.37087,10.0
11182,F,1.4375,1.1125,0.3375,24.777463,7.04485075,5.76912325,7.087375,14.0
11183,F,1.45,1.1375,0.4,26.64853,11.4248485,6.860579,8.3631025,9.0
11184,M,1.575,1.2875,0.4125,35.25260325,16.62698175,7.24329725,10.149121,14.0
11185,M,1.4625,1.175,0.45,31.96406125,11.49572225,7.83863675,9.4970825,16.0
11186,F,1.6125,1.275,0.4875,38.96638775,18.12950525,8.3064035,10.0640725,12.0
11187,M,0.775,0.5625,0.1625,3.7704835,1.31825175,0.8788345,1.13398,3.0
11188,I,0.775,0.5625,0.2125,3.81300775,1.6159215,1.03475675,1.417475,6.0
11189,I,0.525,0.375,0.1,1.31825175,0.75126175,0.340194,0.4252425,5.0
11190,F,1.3375,1.05,0.375,28.64716975,8.94426725,5.0745605,8.221355,10.0
11191,F,1.55,1.25,0.4,32.02076025,12.643877,8.448151,8.6465975,13.0
11192,M,1.5375,1.175,0.3875,29.9654215,13.9196045,6.81805475,7.72523875,8.0
11193,F,1.775,1.4,0.4625,47.86813075,21.829115,10.70193625,12.3887315,11.0
11194,F,1.45,1.125,0.3,28.7180435,14.288148,5.8683465,7.087375,9.0
11195,M,1.5625,1.225,0.4125,35.50774875,16.85377775,8.63242275,9.355335,9.0
11196,I,0.725,0.5375,0.15,3.3168915,1.5025235,0.52446575,0.850485,5.0
11197,I,0.9875,0.7,0.225,6.0951425,2.50893075,1.31825175,2.1262125,6.0
11198,I,1.0375,0.7875,0.3,9.48290775,2.948348,1.63009625,2.6932025,14.0
11199,I,1.1625,0.925,0.3,15.74814725,8.164656,3.01922175,4.6776675,6.0
11200,M,1.5125,1.1875,0.4,32.205032,15.52135125,8.8166945,8.50485,11.0
11201,I,0.675,0.4875,0.1875,5.03203625,2.0128145,0.737087,1.247378,7.0
11202,F,1.275,0.9875,0.375,24.11124975,8.03708325,4.91863825,7.2291225,12.0
11203,I,1.2125,0.9125,0.35,14.9968855,6.4920355,3.2034935,4.1106775,7.0
11204,I,0.85,0.6625,0.225,5.1879585,2.19708625,1.23320325,1.70097,6.0
11205,I,1.125,0.8375,0.2625,12.99824575,5.329706,2.50893075,3.35941575,7.0
11206,I,1.0,0.775,0.25,9.8939755,3.8838815,2.4097075,2.4097075,8.0
11207,F,1.3125,0.95,0.275,16.40018575,7.04485075,3.04757125,4.9611625,8.0
11208,I,1.175,0.9125,0.3125,14.2030995,6.860579,2.99087225,3.2601925,7.0
11209,M,1.625,1.225,0.4125,32.31843,13.5227115,6.6054335,8.788345,10.0
11210,M,1.4625,1.125,0.4625,27.328918,10.2341695,6.690482,8.221355,10.0
11211,F,1.425,1.1375,0.4,30.71668325,12.82814875,5.71242425,10.489315,16.0
11212,I,1.2875,1.0,0.325,17.84601025,8.8733935,3.9405805,5.10291,8.0
11213,F,1.8,1.375,0.4375,43.47395825,19.731252,8.731646,11.1980525,10.0
11214,M,1.5625,1.2125,0.4,34.8415355,13.4660125,7.66853975,9.6671795,13.0
11215,M,1.3125,1.025,0.3625,19.74542675,6.123492,3.92640575,6.80388,12.0
11216,F,1.4875,1.175,0.4,31.808139,11.75086775,6.23689,10.489315,16.0
11217,I,1.2625,0.975,0.3125,16.102516,6.78970525,3.04757125,4.309124,8.0
11218,I,1.25,0.9375,0.3375,16.45688475,6.7188315,4.01145425,4.7910655,10.0
11219,F,1.375,1.05,0.4125,22.169309,8.334753,3.8838815,8.0796075,27.0
11220,F,1.475,1.175,0.3625,28.576296,10.149121,6.90310325,8.17883075,12.0
11221,F,1.1625,0.9375,0.2625,14.81261375,6.25106475,3.1467945,4.53592,7.0
11222,M,1.4375,1.125,0.4,24.777463,9.25611175,6.05261825,6.80388,12.0
11223,F,1.4125,1.1125,0.375,27.17299575,13.04077,5.046211,7.7961125,9.0
11224,I,1.2625,1.0,0.3125,16.386011,6.6621325,3.6003865,5.0178615,10.0
11225,F,1.5625,1.225,0.4125,34.03357475,16.96717575,7.0023265,9.4970825,11.0
11226,I,0.8375,0.6375,0.225,6.39281225,2.83495,1.020582,1.71514475,6.0
11227,M,1.3625,1.1125,0.4,21.6873675,9.25611175,4.20990075,6.520385,9.0
11228,F,1.625,1.275,0.425,36.55668025,16.726205,8.674947,9.7805775,9.0
11229,F,1.6125,1.2,0.425,38.0733785,16.0741665,8.731646,10.489315,10.0
11230,M,1.0875,0.875,0.3125,12.99824575,5.08873525,2.9199985,3.685435,8.0
11231,F,1.4375,1.125,0.4625,24.323871,7.78193775,5.99591925,10.20582,23.0
11232,F,1.55,1.2625,0.4125,33.40988575,12.94154675,6.747181,11.056305,13.0
11233,I,0.35,0.2625,0.075,0.41106775,0.18427175,0.0850485,0.1417475,4.0
11234,M,1.7,1.375,0.4625,43.02036625,18.24290325,8.57572375,11.4815475,10.0
11235,I,0.575,0.45,0.1375,1.82854275,0.60951425,0.3685435,0.56699,4.0
11236,F,1.25,1.0,0.325,18.1153305,7.86698625,3.98310475,6.23689,10.0
11237,F,1.6875,1.3375,0.45,45.68521925,17.53416575,9.3836845,13.60776,14.0
11238,I,1.2375,0.95,0.3,16.48523425,8.60407325,3.58621175,4.195726,8.0
11239,I,1.2125,0.8875,0.3,11.0279555,5.9817445,2.6365035,3.685435,8.0
11240,M,1.4875,1.1625,0.4125,25.51455,11.12717875,6.08096775,7.93786,10.0
11241,I,1.1,0.8875,0.2625,11.509897,4.74854125,2.45223175,3.40194,6.0
11242,M,1.1875,0.9375,0.3125,13.08329425,5.443104,2.67902775,4.252425,7.0
11243,M,1.5,1.15,0.3625,26.01066625,12.23280925,5.00368675,6.80388,10.0
11244,M,1.5,1.1875,0.425,27.93843225,13.380964,6.8322295,7.37087,9.0
11245,M,1.7125,1.35,0.475,45.74191825,18.313777,10.24834425,13.324265,16.0
11246,I,1.2875,0.9875,0.3,16.42853525,7.3992195,3.86970675,4.7910655,8.0
11247,M,1.075,0.825,0.25,10.3475675,4.7910655,2.11203775,3.118445,8.0
11248,I,1.25,1.025,0.35,17.56251525,6.7755305,3.4869885,5.6699,9.0
11249,F,1.525,1.225,0.4,29.18581025,12.94154675,6.13766675,8.9300925,8.0
11250,F,1.1875,0.925,0.2875,16.17338975,7.654365,4.12485225,4.3941725,9.0
11251,M,1.5125,1.175,0.4125,30.0221205,14.288148,6.8322295,7.7961125,9.0
11252,M,1.5875,1.275,0.45,38.6403685,17.98775775,9.015141,11.7650425,12.0
11253,I,1.025,0.775,0.25,8.5331995,3.6570855,1.984465,2.73572675,7.0
11254,F,1.5,1.225,0.4125,32.10580875,14.84096325,7.15824875,9.922325,12.0
11255,M,1.5375,1.1875,0.425,29.21415975,12.06271225,8.0229085,9.2135875,10.0
11256,M,1.55,1.2125,0.4375,33.92017675,14.04717725,7.38504475,9.7805775,11.0
11257,F,1.375,1.075,0.375,21.8007655,8.845044,4.479221,7.7961125,8.0
11258,M,1.525,1.2,0.425,33.12639075,15.195332,6.53455975,8.63242275,9.0
11259,I,0.825,0.5875,0.225,4.6209685,1.74349425,0.94970825,1.360776,7.0
11260,F,1.4375,1.125,0.3375,23.37416275,10.489315,5.11708475,6.80388,9.0
11261,I,0.5875,0.4375,0.1375,1.82854275,0.60951425,0.49611625,0.56699,5.0
11262,F,1.475,1.2125,0.4,31.127751,11.736693,6.520385,9.4970825,16.0
11263,I,0.9,0.6875,0.2125,6.917278,3.061746,1.6159215,1.984465,6.0
11264,M,1.55,1.2375,0.4375,35.81959325,15.30873,7.7961125,11.3398,10.0
11265,F,1.6375,1.275,0.475,38.725417,15.592225,8.49067525,12.6155275,10.0
11266,I,1.1875,0.9375,0.2875,19.17843675,9.62465525,2.84912475,3.8838815,8.0
11267,F,1.7625,1.4125,0.45,51.95045875,21.98503725,11.15552825,12.8990225,11.0
11268,M,1.4375,1.1125,0.4,28.689694,11.35397475,5.06038575,8.5331995,14.0
11269,I,0.9,0.6625,0.2,6.066793,2.62232875,1.34660125,1.5592225,7.0
11270,F,1.4625,1.15,0.3625,25.86891875,11.453198,5.17378375,6.6621325,9.0
11271,I,0.8375,0.625,0.2125,6.30776375,3.1467945,0.97805775,1.644271,6.0
11272,I,1.275,1.0,0.325,19.447757,8.958442,3.55786225,6.520385,13.0
11273,I,1.125,0.825,0.25,10.886208,5.14543425,2.22543575,2.551455,7.0
11274,M,1.3625,1.0,0.3625,21.6873675,9.19941275,4.7343665,6.23689,9.0
11275,I,0.9,0.675,0.225,6.59125875,3.04757125,1.54504775,1.984465,6.0
11276,M,1.5375,1.1875,0.4125,32.601925,16.51358375,7.767763,6.80388,9.0
11277,F,1.525,1.25,0.425,31.25532375,12.26115875,6.747181,11.90679,12.0
11278,I,1.025,0.8125,0.25,9.51125725,4.01145425,2.02698925,2.5798045,7.0
11279,F,1.675,1.35,0.4375,44.43784125,18.6823205,9.11436425,14.3164975,11.0
11280,M,1.475,1.1375,0.3625,30.277266,13.11164375,5.82582225,8.6465975,10.0
11281,M,1.2375,0.95,0.2875,17.349894,8.164656,3.75630875,4.9611625,8.0
11282,I,1.025,0.8,0.25,10.149121,4.63514325,2.56562975,2.83495,8.0
11283,F,1.575,1.225,0.3875,31.99241075,14.9968855,7.49844275,9.4970825,10.0
11284,F,1.625,1.3125,0.45,41.48949325,18.9091165,8.561549,11.29727575,11.0
11285,M,1.5375,1.175,0.3875,29.78114975,12.28950825,7.030676,8.0796075,11.0
11286,I,0.9,0.675,0.225,6.13766675,2.721552,1.0489315,1.74349425,6.0
11287,I,1.2375,0.95,0.325,16.3576615,7.83863675,4.139027,4.6776675,13.0
11288,I,1.1375,0.9375,0.275,14.69921575,5.5848515,3.572037,4.6776675,8.0
11289,I,1.125,0.875,0.3375,13.551061,5.74077375,3.005047,4.1106775,9.0
11290,I,1.475,1.175,0.4125,26.23746225,12.7289255,5.9817445,7.7961125,13.0
11291,F,1.375,1.025,0.2875,21.58814425,8.77417025,4.57844425,7.2291225,13.0
11292,I,1.3125,1.0625,0.35,23.28911425,11.35397475,4.649318,6.520385,8.0
11293,M,1.475,1.1125,0.3625,27.8675585,10.149121,6.67630725,7.654365,14.0
11294,F,1.1375,0.9125,0.3125,14.571643,6.02426875,2.96252275,4.55009475,7.0
11295,M,1.5,1.1875,0.4,31.70891575,14.47241975,7.711064,8.77417025,10.0
11296,F,1.675,1.3,0.4375,44.338618,19.83047525,8.391452,10.77281,10.0
11297,M,1.45,1.1625,0.3875,28.73221825,11.793392,5.40057975,9.63883,12.0
11298,I,1.225,0.9625,0.3125,18.0019325,9.28446125,3.33106625,4.876114,9.0
11299,F,1.6,1.3125,0.45,43.6298805,18.8524175,11.396499,12.190285,12.0
11300,M,0.9375,0.7,0.2375,6.2652395,2.59397925,1.2190285,1.984465,6.0
11301,F,1.5125,1.225,0.475,32.16250775,14.72756525,7.01650125,9.63883,11.0
11302,M,1.525,1.2,0.4,29.0015385,12.74310025,7.200773,8.6465975,11.0
11303,I,1.025,0.7875,0.25,9.02931575,4.69184225,2.324659,2.6932025,7.0
11304,F,1.1375,0.8875,0.275,12.54465375,5.1312595,2.4097075,3.8271825,8.0
11305,I,0.9375,0.7125,0.2375,6.577084,3.005047,1.17650425,1.70097,6.0
11306,F,1.1875,0.875,0.35,18.80989325,8.97261675,3.628736,5.046211,10.0
11307,M,1.725,1.3125,0.4875,38.00250475,14.7133905,7.824462,13.04077,16.0
11308,I,1.0625,0.8375,0.275,9.1001895,4.6776675,1.63009625,2.83495,7.0
11309,F,1.5625,1.225,0.4125,38.13648475,16.4143605,7.3992195,10.84368375,9.0
11310,M,1.1,0.825,0.2875,11.6516445,4.97533725,2.2963095,3.7137845,10.0
11311,F,1.85,1.425,0.475,63.389482,31.4395955,10.7444605,15.4504775,10.0
11312,F,1.55,1.2,0.4,33.40988575,16.499409,7.767763,8.50485,9.0
11313,M,1.4375,1.1625,0.4375,31.127751,11.396499,7.41339425,8.77417025,13.0
11314,F,1.2625,1.0125,0.4,24.6924145,7.86698625,4.60679375,7.7961125,10.0
11315,I,1.0875,0.8625,0.3125,12.99824575,5.443104,2.62232875,3.685435,8.0
11316,I,0.7875,0.6,0.1875,4.819415,1.8427175,1.1623295,1.2757275,6.0
11317,M,1.4375,1.125,0.3625,23.79940525,11.49572225,5.2446575,6.59125875,10.0
11318,F,1.625,1.275,0.4375,36.61337925,14.04717725,7.81028725,10.489315,23.0
11319,M,1.675,1.375,0.45,47.86813075,21.318824,10.4042665,10.5176645,11.0
11320,I,1.15,0.875,0.2625,14.0330025,6.16601625,2.6365035,3.685435,7.0
11321,M,1.4625,1.1375,0.375,31.6096925,13.56523575,7.01650125,7.93786,9.0
11322,I,0.675,0.5,0.1875,2.6932025,1.34660125,0.60951425,0.850485,5.0
11323,I,1.125,0.8375,0.25,11.6516445,5.51397775,2.84912475,2.83495,8.0
11324,F,1.35,1.0375,0.3625,20.6100865,8.391452,4.5075705,6.6621325,10.0
11325,M,1.4,1.0875,0.4125,25.0326085,10.035723,5.839997,6.36446275,8.0
11326,I,1.1,0.8625,0.3,12.4454305,6.0951425,2.31048425,3.4869885,8.0
11327,I,1.0375,0.8125,0.275,10.44679075,4.7343665,1.80019325,2.73572675,8.0
11328,F,1.2875,1.0,0.3375,18.71067,8.60407325,4.40834725,5.953395,10.0
11329,M,1.55,1.2125,0.4375,36.95357325,14.16057525,6.76135575,12.3320325,20.0
11330,M,1.2625,0.9875,0.3375,17.0380495,7.81028725,4.06815325,4.6776675,11.0
11331,I,1.1,0.85,0.225,10.6310625,4.592619,2.26796,2.9766975,8.0
